"id","name","url","address.streetAddress","address.addressLocality","address.addressRegion","address.postalCode","geo.latitude","geo.longitude","telephone","faxNumber","email"
"01059","Serra Scion","http://www.serrascion.com","1300 Center Point Parkway","Birmingham","AL","35215","33.6206320000000005165929906070232391357421875","-86.685304999999999608917278237640857696533203125","(866) 766-5039",,"sales@serrascion.com"
"186063","ALL AMERICAN CHEVROLET OF SAN ANGELO","http://www.allamericanchevroletsanangelo.com","203 N BRYANT BLVD","SAN ANGELO","TX","76903-5798",31.4641,-100.4446,"(325) 653-2277","(325) 658-3087",
"06154","Maritime Ford-Lincoln, Inc.","http://www.maritimelincoln.com","1305 Franklin Street","Manitowoc","WI","54220","44.090610","-87.664839","(920) 684-0261","(920) 684-4335",
"117071","HART MOTOR COMPANY, INC.","http://www.hartmotorsvirginia.com","1341 E MAIN ST","SALEM","VA","24153-4413",37.2972,-80.0334,"(540) 389-2364","(540) 389-7940",
"06314","The Motor Company","http://www.TheMotorCompanylincoln.com","W 1680 US 41","Marinette","WI","54143","45.067270","-87.690750","(715) 735-7474","(715) 735-9515",
"31167","Scion of Batavia","http://www.scionofbatavia.com","3899 West Main Street Road","Batavia","NY","14020","43.0071530000000024074324755929410457611083984375","-78.2241920000000021673258743248879909515380859375","(888) 499-8743",,
"240619","WASHINGTON CHEVROLET","http://www.washingtonchevy.com","1 RAYMOND BOULEVARD","WASHINGTON","PA","15301-2979",40.1833,-80.2281,"(724) 222-2800","(724) 222-9256",
"405014","David Maus Volkswagen","http://www.davidmausvwsouth.com","5474 S. Orange Blossom Trail","Orlando","FL","32839","28.4811","-81.3973","8666518873",,
"70310","SUBURBAN INFINITI","http://suburbaninfinitiofnovi.com/","24355 HAGGERTY RD","NOVI","MI","48375","42.468964","-83.435005","248-471-2220","248-471-0610",
"13057","O'Brien Scion","http://www.obrienscion.com","2550 N. Shadeland Avenue","Indianapolis","IN","46219","39.804473000000001547959982417523860931396484375","-86.0457449999999965939423418603837490081787109375","(877) 364-2353",,"ScionEcom13057@toyota.com"
"165842","ALEXANDER CHEVROLET BUICK GMC","http://www.gotchevy.com","2211 HWY 46 S","DICKSON","TN","37055-9503",36.02694,-87.34346,"(615) 446-5141","(615) 740-7323",
"37133","Diamond Scion","http://www.diamondscion.com","1509 Quentin Road","Lebanon","PA","17042","40.31716999999999728743205196224153041839599609375","-76.4233119999999956917235977016389369964599609375","(866) 992-6180",,"ScionEcom37133@toyota.com"
"4500745","Porsche of Huntsville","http://huntsville.porschedealer.com","3800 University Dr","Huntsville","Alabama","35816",,,"256-713-0114",,
"69000","Rallye BMW","http://www.rallyebmw.com","1 Brush Hollow Rd","Westbury","NY","11590-2438",40.7791888,-73.558504,"(516)393-0000","(516)393-3800",
"10431","Lake Ford Lincoln","http://www.lakefordlincoln.com","429 South Main Street","Lewistown","PA","17044","40.592371","-77.568044","(717) 248-0151","(717) 248-1905",
"02945","West Bend Ford","http://www.westbendford.com","17 Second Street SE","West Bend","IA","50597","42.958764","-94.444945","(515) 887-4181","(515) 887-4185",
"TX162","MIKE BROWN HYUNDAI","www.mikebrownhyundai.com","4601 EAST HIGHWAY 377","Granbury","TX","76049",32.4633107,-97.7133883,"817-279-9300","817-279-5849","leads_29b@gocfm.com"
"05653","Sames Ford","http://www.samesford.net","4721 Ayers","Corpus Christi","TX","78415","27.741390","-97.423644","(361) 851-7600","(361) 851-7618",
"04303","Scion Santa Monica","http://www.scionsantamonica.com","888 Santa Monica Blvd.","Santa Monica","CA","90401","34.019508999999999332430888898670673370361328125","-118.4913710000000008903953130356967449188232421875","(866) 441-3319",,"ScionEcom04303@toyota.com"
"04054","Mills Motor Co., Inc.","http://www.millsmotor.net","302 Central Ave.","Fairfield","MT","59436","47.614585","-111.982516","(406) 467-2511","(406) 467-2599",
"3265","PAUL MILLER NISSAN","http://www.getmillerized.com","930 KINGS HWY E","FAIRFIELD","CT","06825","41.167196","-73.233393","203-367-5050","203-337-1296",
"115909","LEE OTTO BUICK-GMC, INC.","http://www.leeotto.com","1435 W CEDAR AVE","GLADWIN","MI","48624-1859",43.9808,-84.5038,"(989) 426-9489","(989) 426-6431",
"05042","Merle Kelly Ford, Inc.","http://www.merlekellylincoln.com","3501 South Santa Fe","Chanute","KS","66720","37.645779","-95.452629","(620) 431-0100","(620) 431-7342",
"08193","Jack Schmitt Ford Lincoln","http://www.jackschmittford.net","1820 Vandalia","Collinsville","IL","62234","38.692438","-89.971002","(618) 344-5105","(618) 344-2975",
"167631","CHAS. H. JENKINS AND CO.","http://www.stricklandautogroup.net","307 NC 42 WEST","AHOSKIE","NC","27910-3950",36.27837,-77.01715,"(252) 332-2191","(252) 209-6003",
"NY110","ADVANTAGE HYUNDAI","www.advantagehyundainy.com","430-440 PLAINVIEW ROAD","HICKSVILLE","NY","11801",40.770591,-73.503084,"516-465-7000","516-465-7010","advantagehyundai@leads.gs.reyrey.com"
"184042","WOOD CHEVROLET, INC.","http://www.woodchevy.com","187 S MAIN ST","CARROLLTOWN","PA","15722-7206",40.6006,-78.7102,"(814) 344-8250","(814) 344-8280",
"41561","Goeckner Brothers","http://www.goecknerbros.net","600 East Fayette","Effingham","IL","62401-3643",39.1197,-88.5353,"2173423355",,
"3304","AUTONATION NISSAN CLEARWATER","http://www.autonationnissanclearwater.com","15299 US HIGHWAY 19 N","CLEARWATER","FL","33764","27.911417","-82.7291","727-507-3200","727-507-3293",
"114760","JON HALL CHEVROLET, INC.","http://www.jonhallchevrolet.com","551 N NOVA RD","DAYTONA BEACH","FL","32114-1701",29.2134,-81.0449,"(386) 255-4444","(386) 255-2549",
"04507","Mercedes-Benz of Little Rock","www.riverside.mercedesdealer.com","8 Colonel Glenn Plaza Dr.","Little Rock","AR","72210",34.763049,-92.310099,"(501) 666-9457","(501) 666-2664",
"116446","GRIFFIN MOTOR COMPANY, INC.","http://www.griffinmonroe.com","2500 W ROOSEVELT BLVD","MONROE","NC","28110-8431",35.0147,-80.5683,"(704) 289-3135","(704) 238-8295",
"45366","Roberts Dodge Chrysler Jeep","http://www.robertsdodgechryslerjeep.com","5425 S Mill St","Pryor","OK","74361-9511",36.2832,-95.2293,"9188254090",,
"273131","CHEVROLET OF HUNTINGTON","http://www.chevroletofhuntington.net","370 OAKWOOD RD","HUNTINGTON STATION","NY","11746-7214",40.8414,-73.4293,"(631) 547-3200","(637) 271-6214",
"09764","Parsons Interstate Ford, LLC","http://www.parsonsfordofpa.net","196 Walnut Bottom Road","Shippensburg","PA","17257","40.059811","-77.484077","(888) 436-3673","(717) 532-3044",
"5035","WILLIAMS NISSAN SAYREINC","http://www.williamsnissan.com/","200 SPRING STREET","SAYRE","PA","18840","41.995643","-76.521953","570-888-2135","570-888-1198",
"116966","ARENA BUICK-GMC","http://www.arenabuickgmc.com","227 S WHITE HORSE PIKE","HAMMONTON","NJ","08037-1197",39.64205,-74.78075,"(609) 561-0707","(609) 561-0840",
"223286","FERMAN BUICK GMC","http://www.fermanbuickgmc.com","24252 STATE ROAD 54","LUTZ","FL","33559-6787",28.18567,-82.41435,"(813) 242-2800",,
"422142","Bozzani Motors","http://www.bozzanivw.com","528 S Citrus Ave","Covina","CA","91723","34.0810","-117.8900","8668561873",,
"19052","Fitzgerald's Lakeforest Scion","http://www.gaithersburgscion.com","907 N. Frederick Avenue","Gaithersburg","MD","20879","39.15731699999999904093783698044717311859130859375","-77.216916999999995141479303129017353057861328125","(877) 482-3142",,"ScionEcom19052@toyota.com"
"172634","COUGHLIN AUTOMOTIVE OF CIRCLEVILLE, LLC","http://www.coughlin-circleville.com","24001 US RTE 23 S","CIRCLEVILLE","OH","43113-9575",39.5812,-82.9529,"(800) 325-8434","(740) 420-9368",
"3480","FERMAN NISSAN OF NORTH TAMPA","http://www.fermannissan.com","11001 N. FLORIDA AVE","TAMPA","FL","33612","28.049433","-82.4594","813-933-6641","813-936-1080",
"33021","Corwin Toyota","http://www.corwintoyota.net","222 South 40TH Street","Fargo","ND","58103",46.873847,-96.845751,"7012828425","7012825951",
"26927","Apple Chrysler, Dodge, Jeep, Ram of Hanover","http://www.applecdjrofhanover.com","200 Eisenhower Dr.","Hanover","PA","17331-5212",39.8255,-76.9902,"7176371101",,
"402629","Zimbrick Volkswagen","http://www.z-vw.com","7505 Century Ave","Middleton","WI","53562","43.1110","-89.5099","8557917418",,
"35011","Doenges Toyota Ford-Lincoln-Mercury","http://www.doengestoyota.com","1911 SE Washington Blvd","Bartlesville","OK","74006",36.722655,-95.935132,"9183330900","9183335411",
"5141","ORR NISSAN SOUTH","http://www.orrnissansouth.com/","1240 E BERT KOUNS INDUSTR","SHREVEPORT","LA","71105","32.419705","-93.721568","318-797-2424","318-797-1280",
"3174","FORT WAYNE NISSAN","http://www.fortwaynenissan.com/","4909 LIMA RD","FORT WAYNE","IN","46808","41.122297","-85.152927","260-484-9500","260-484-8801",
"31138","Westchester Scion","http://www.westchesterscion.com","2167 Central Park Avenue","Yonkers","NY","10710","40.97198999999999813326212461106479167938232421875","-73.8353589999999968540578265674412250518798828125","(888) 511-1801",,"ScionEcom31138@toyota.com"
"010385","Valenti Subaru","http://www.valentisubaru.com","4 Langworthy Rd","Westerly","RI","02891","41.350857","-71.768313","4013227200",,
"70497","MODERN INFINITI OF WINSTON-SALEM","http://www.moderninfiniti.com/","1500 PETERS CREEK PKWY","WINSTON SALEM","NC","27103","36.15955","-80.278465","336-767-7800","336-767-7135",
"113859","LAFFERTY CHEVROLET COMPANY","http://www.laffertychevy.com","829 W STREET RD","WARMINSTER","PA","18974-3132",40.20925,-75.10402,"(215) 672-2000","(215) 672-3594",
"03492","Patriot Ford","http://www.patriotfordofok.com","2805 North 9th Street","Purcell","OK","73080","35.040130","-97.372470","(405) 527-6484","(405) 527-8422",
"287484","TASCA BUICK GMC","http://www.tascabuickgmcri.com","55 FORTIN DRIVE","WOONSOCKET","RI","02895-6116",41.99242,-71.48705,"(401) 762-2300","(401) 766-6311",
"114482","LEE JOHNSON CHEVROLET-MAZDA","http://www.leejohnsonchevrolet.com","11845 NE 85TH","KIRKLAND","WA","98033-8042",47.6787,-122.1806,"(425) 827-0521","(425) 827-1818",
"090597","AutoNation Subaru Scottsdale","http://www.autonation-scottsdale.subaru.com","15678 N. Northsight Blvd","Scottsdale","AZ","85260","33.62991","-111.89747","4804252800",,
"112423","WILLIAMS CHEVROLET INC.","http://www.williamscp.com","1100 E MAIN ST","STIGLER","OK","74462-2524",35.2514,-95.1156,"(918) 967-3394","(918) 967-3261",
"278171","CHEVROLET OF BOAZ","http://www.chevroletofboaz.com","1134 HWY 431","BOAZ","AL","35957-1730",34.2028,-86.1518,"(256) 593-4253","(256) 593-4293",
"60445","Lexus of Cerritos","http://www.cerritoslexus.com","18800 Studebaker Road","Cerritos","CA","90703",33.86015,-118.09952,"562.263.7857","(562) 865-1630","LOC@autonation.com"
"03752","Whaling City Ford Lincoln","http://www.WhalingCityLincoln.net","475 Broad Street","New London","CT","06320","41.363758","-72.116160","(860) 443-8361","(860) 443-0597",
"42254","Toyota of Del Rio","http://www.toyotadelrio.com","3617 Highway 90 West","Del Rio","TX","78840",29.405038,-100.904591,"8307757575","2107751485",
"131174","BACON AUTO COUNTRY, INC.","http://www.baconautocountry.com","5677 NORTH JACKSON","JACKSONVILLE","TX","75766-3851",32.02126,-95.28129,"(903) 586-3511","(903) 586-7001",
"02414","Billingsley Ford, LLC","http://www.Billingsleylincoln.net","3804 West Broadway","Ardmore","OK","73401","34.172785","-97.178046","(580) 226-3300","(580) 226-4916",
"116490","DOSSETT BIG 4 BUICK GMC CADILLAC INC.","http://www.dossettbig4.com","628 S GLOSTER ST","TUPELO","MS","38801-5505",34.2472,-88.7167,"(662) 842-4162","(662) 842-5308",
"423073","Dick Hannahs Volkswagen of Portland","http://www.volkswagenofportland.com","12345 E Burnside St","Portland","OR","97233","45.5231","-122.5360","8553957893",,
"07782","W C Sanderson Ford","http://www.wcsandersonford.com","453 Healdsburg Ave.","Healdsburg","CA","95448","38.613155","-122.871593","(707) 433-3318","(707) 433-7353",
"60513","Duvall Chrysler Dodge Jeep Ram","http://www.duvallchryslerdodgejeep.com","464 Highway 441 S","Clayton","GA","30525-5448",34.8748,-83.3985,"7067824966",,
"3384","PINNACLE NISSAN","http://www.pinnaclenissan.com/","7601 E FRANK LLOYD WRIGHT","SCOTTSDALE","AZ","85260","33.635973","-111.915395","480-998-9800","480-368-4040",
"05994","Ryburn Motor Company, Inc.","http://www.ryburnlincoln.com","156 Highway 425 South","Monticello","AR","71655","33.627310","-91.802486","(870) 367-5353","(870) 367-2096",
"67213","John Youngblood Motors","http://www.johnyoungbloodmotors.net","3525 South Campbell Street","Springfield","MO","65807-5103",37.1497,-93.2959,"4178823838",,
"204056","HALL BUICK GMC","http://www.hallhasitall.com","3010 SSW LOOP 323","TYLER","TX","75701-0762",32.31496,-95.34161,"(903) 266-7800","(903) 534-5441",
"63802","Lexus of Warwick","http://www.lexusofwarwick.com","1095 Centerville Road","Warwick","RI","02886",41.6967,-71.5003,"888.955.9886","(401) 822-4460","saylward@penskeautomotive.com"
"118423","REICHARD BUICK GMC, INC.","http://www.reichardbuick.com","161 SALEM AVE","DAYTON","OH","45406-5819",39.7635,-84.20621,"(937) 224-8541","(937) 220-6746",
"44758","Bay Chrysler Dodge Jeep Ram","http://www.baydodge.net","636 W 15th St","Panama City","FL","32401-2237",30.1752,-85.6676,"8507851591",,
"AA7Q7","Kundert Volvo","http://www.kundertmotors.com","136 Route 17 North","Hasbrouck Heights","NJ","07604",40.8932648,-74.07122,"(201) 288-8984",,"kundertb@kundert.com"
"04244","Stuteville Ford of Atoka, LLC","http://www.stutevilleford.net","1601 S. Mississippi Street","Atoka","OK","74525","34.371793","-96.136839","(580) 889-3349","(580) 889-5932",
"184318","CHEVROLET OF FAYETTEVILLE","http://www.fayettevillechev.com","1310 W SHOWROOM DR","FAYETTEVILLE","AR","72704-6806",36.1001,-94.1819,"(479) 251-2100","(479) 251-2148",
"07266","Motor Inn of Spirit Lake, Inc.","http://www.motorinnspiritlake.com","2702 17th Street","Spirit Lake","IA","51360","43.422750","-95.129159","(712) 336-2701","(712) 336-4844",
"j3937","Jaguar Allentown","www.jaguarallentown.net","5254 W Tilghman St","Allentown","PA","18104","40.59257","-75.54579","8666172632",,
"09107","Toyota of Hollywood","http://www.toyotaofhollywood.com","1841 North State Road 7","Hollywood","FL","33021",26.026238,-80.208205,"9549662150","9549643184",
"425024","AutoNation Volkswagen Richardson","http://www.autonationvwrichardson.com","300 N Central Expy","Richardson","TX","75080","32.9543","-96.7313","9722490907",,
"52918","Spitzer Motors of Mansfield, Inc.","http://www.spitzersmansfieldin.com","1777 W 4th Street","Ontario","OH","44906-1704",40.7701,-82.576,"4195242511",,
"3865","BEAU TOWNSEND NISSAN","http://www.beautownsendnissan.net","1050 W NATIONAL RD","VANDALIA","OH","45377","39.889211","-84.218491","937-898-6200","937-898-6300",
"02737","Village Ford Inc.","http://www.villageford.net","23535 Michigan Ave.","Dearborn","MI","48124","42.300739","-83.265953","(313) 565-3900","(313) 565-5065",
"09195","Hoffman Lincoln","http://www.hoffmanlincoln.net","600 Connecticut Boulevard","East Hartford","CT","06108","41.769513","-72.657292","(860) 528-4811","(860) 290-6333",
"01820","Fair Oaks Ford Lincoln, Inc.","http://www.fairoakslincoln.com","2055 West Ogden Avenue","Naperville","IL","60540","41.759990","-88.188240","(630) 357-7100","(630) 355-3297",
"02163","Klaben Ford Lincoln, Inc.","http://www.klabenfordonline.com","1089 W Main St, Route 59","Kent","OH","44240","41.151500","-81.381100","(330) 673-3139","(330) 677-2863",
"03982","Barber Ford","http://www.barberfordinc.net","962 Wyoming Ave","Exeter","PA","18643","41.324625","-75.810496","(570) 602-0226","(570) 655-5430",
"02430","Quality Ford, Inc.","http://www.qualityfordok.net","2300 East Main","Cushing","OK","74023","35.985668","-96.735648","(918) 225-3807","(918) 225-4478",
"04352","Healey Ford Lincoln, LLC","http://www.HealeyLincoln.net","2528 Rt 17M","Goshen","NY","10924","41.398787","-74.358274","(877) 697-7657","(845) 343-6151",
"07673","Champion Ford Lincoln","http://www.championfordofcarroll.com","1114 US Hwy 30 W","Carroll","IA","51401","42.074367","-94.879917","(712) 792-1505","(712) 792-5116",
"62950","Leon Shapiro Motor Sales","http://www.leonshapiro.net","410 West First St","Oswego","NY","13126-3811",43.4483,-76.5059,"3153436195",,
"06787","Lake Elsinore Ford","http://www.lakeelsinoreford.net","31500 Auto Center","Lake Elsinore","CA","92530","33.664752","-117.303430","(951) 471-4100","(951) 471-5824",
"166726","R&R AUTO GROUP","http://www.rnrautogroup.net","388 ROUTE 61S  PO BOX 619","SCHUYLKILL HAVEN","PA","17972-0619",40.6457,-76.14,"(570) 385-2881","(570) 385-5775",
"286662","CHEVROLET OF GLENDORA","http://www.glendorachevrolet.com","1959 AUTO CTR DR","GLENDORA","CA","91740-6714",34.1176,-117.8252,"(909) 394-9899","(909) 394-7610",
"AB0T3","Don Beyer Volvo-Alexandria","http://www.alexandriadonbeyervolvo.com","7416 Richmond Hwy, Rt 1 S","Alexandria","VA","22306",38.7568321,-77.08399,"(703) 768-5800",,"jordy_coho@donbeyervolvo.com"
"161802","DON WOOD AUTOMOTIVE, LTD.","http://www.donwoodchevy.com","12916 STATE RT 664","LOGAN","OH","43138-8564",39.53913,-82.44028,"(740) 385-5624","(740) 385-9878",
"140192","Continental Subaru","http://www.continental.subaru.com","4900 Old Seward Hwy","Anchorage","AK","99503","61.176292","-149.865958","9075622722",,
"269687","SIMI VALLEY BUICK GMC","http://www.simibuickgmc.com","2100 FIRST ST","SIMI VALLEY","CA","93065-2822",34.2748,-118.779,"(805) 582-6100","(805) 582-6104",
"3858","SPARKS NISSAN","http://www.sparksnissan.com/","1100 AUTOMALL DR","MONROE","LA","71203","32.496895","-92.064571","318-322-1800","318-388-3546",
"114148","SERRA CHEVROLET, L.L.C.","http://www.serrachevrolet.net","7850 HWY 64","BARTLETT","TN","38133-4000",35.2049,-89.80133,"(901) 382-5644","(901) 383-2514",
"177032","MIKE BELL CHEVROLET, INC.","http://www.mikebellchevrolet.com","1200 N PARK ST","CARROLLTON","GA","30117-2260",33.6015,-85.0793,"(770) 832-2436","(770) 834-5834",
"02732","Dave Knapp Ford-Lincoln, Inc.","http://www.DaveKnappLincoln.net","4510 West Us 223","Adrian","MI","49221","41.905519","-84.074240","(517) 265-8187","(517) 265-5583",
"400612","Corpus Christi Subaru","http://www.corpuschristi.subaru.com","3615 S Padre Island Dr","Corpus Christi","TX","78415","27.724667","-97.405785","3618260630",,
"401139","Briggs Subaru of Topeka","http://www.briggs-topeka.subaru.com","3115 S Kansas Ave","Topeka","KS","66611","39.011585","-95.68191","7852672390",,
"22003","Pape Mitsubishi","WWW.PAPEMITSUBISHI.COM","2123 BROADWAY","SOUTH PORTLAND","ME","04106-3224",43.626423,-70.3226,"(207)774-5105","(207)774-5556",
"68768","Providence Autos","http://www.providencechryslerdodgejeep.com","804 Lancaster Pike","Quarryville","PA","17566-9737",39.8851,-76.2343,"7172849900",,
"43490","Van Horn Chrysler Dodge Jeep Ram","http://www.chuckvanhorndodge.net","3000 County Highway C","Plymouth","WI","53073-",43.7471,-87.9418,"9208936591",,
"05861","Starkville Ford L-M Inc","http://www.starkvillelincoln.com","12249 Hwy 182","Starkville","MS","39759","33.471320","-88.765460","(662) 323-1900","(662) 323-3836",
"65101","Mercedes-Benz of Oklahoma City","www.oklahoma-city.mercedesdealer.com","1225 North Broadway Avenue","Oklahoma City","OK","73146",35.480452,-97.513999,"(405) 236-1224","(405) 272-1772",
"23333","Dave Dennis Chrysler Jeep Dodge","http://www.davedennischrysler.net","4232 Colonel Glenn Hwy","Dayton","OH","45431-1604",39.7731,-84.0896,"9374295566",,
"040428","Bert Smith Subaru","http://www.bertsmith.subaru.com","3333 38th Ave N","Saint Petersburg","FL","33713","27.807267","-82.678994","7275271111",,
"PA094","Scott Kia Of Springfield","HTTP://WWW.SCOTTKIASPRINGFIELD.COM","321 Baltimore Pike","Springfield","PA","19064","39.92160579999999","-75.3194293","610-544-0100",,
"60451","Lester Glenn Chrysler Dodge Jeep Ram","http://www.lesterglennchryslerdodgejeep.com","101 Route 37 E","Toms River","NJ","08753-6684",39.9635,-74.1918,"8888193758",,
"06714","Crowell Motor Company Inc.","http://www.crowellmotorco.net","1426 Wilborn Ave","South Boston","VA","24592","36.704702","-78.908841","(434) 572-6926","(434) 572-3771",
"594A","JC BILLION NISSAN","http://nissan.jcbillion.com/","380 AUTOMOTIVE AVENUE","BOZEMAN","MT","59718","45.674189","-111.104315","406-582-7777","406-556-9042",
"44343","Braun Chrysler-Dodge-Jeep-Ram","http://www.braunchryslerdodgejeep.com","1101 South Monticello St","Winamac","IN","46996-7747",41.0411,-86.5984,"5749467501",,
"172522","UPSTATE CHEVROLET","http://www.upstatechevyofattica.com","36 MAIN ST","ATTICA","NY","14011-1044",42.8639,-78.2829,"(585) 591-2300","(585) 591-2328",
"405A66","Audi Melbourne","www.melbourneaudi.com","509 E Nasa Blvd","Melbourne","FL","32901",28.0928,-80.6144,"3219560600",,
"10078","Savannah Toyota","http://www.savannahtoyota.com","11101 Abercorn Extension","Savannah","GA","31419",31.979532,-81.142076,"9129271234","9129271729",
"IN024","Butler Kia Of Fishers","HTTP://WWW.BUTLERKIAFISHERS.COM","13417 Britton Park Road","Fishers","IN","46038","39.98573529999999","-86.0047326","317-863-0029",,
"181462","SPARTA CHEVROLET, INC.","http://www.spartachevy.com","8955 SPARTA AVE","SPARTA","MI","49345-9405",43.1278,-85.7103,"(616) 887-1791","(616) 887-1851",
"191827","ROD HATFIELD CHEVROLET, LLC","http://www.rodhatfieldchevy.com","232 NEW CIRCLE RD NW","LEXINGTON","KY","40505-1426",38.0686,-84.4748,"(859) 299-2772","(859) 299-2861",
"29104","Fred Beans Toyota of Flemington","http://www.fredbeanstoyota.com","174 Route 202 North","Flemington","NJ","08822",40.477717,-74.863216,"9087885700",,
"158649","SILVER STAR CADILLAC","http://www.silverstarcadillac.com","3601 AUTO MALL DR","THOUSAND OAKS","CA","91362-3611",34.1634,-118.8319,"(805) 497-7519","(805) 494-9376",
"56106","Helms Bros., Inc.","www.helmsbros.mercedesdealer.com","208-24 Northern Blvd.","Bayside","NY","11361",40.7588,-73.7746,"(718) 631-8181","(718) 279-3372",
"72307","Dick Dyer","www.dyer.mercedesdealer.com","5825 Two Notch Road","Columbia","SC","29223",34.053399,-80.9781,"(803) 786-8888","(803) 754-2397",
"41917","Dutchess Chrysler Jeep Dodge","http://www.dutchesschryslerjeepdodge.com","2285 South Rd","Poughkeepsie","NY","12601-5581",41.6447,-73.9228,"8454627700",,
"45549","University Chrysler Dodge Jeep Ram of Anniston","http://www.annistonchryslerdodgejeepram.com","1229 S Quintard Ave","Anniston","AL","36201-8244",33.6319,-85.8257,"2562367635",,
"04787","Scion of West Covina","http://www.scionwestcovina.com","1800 E Garvey Avenue","West Covina","CA","91791","34.07121000000000066165739553980529308319091796875","-117.9065209999999979118001647293567657470703125","(866) 623-4993",,
"115867","ALPENA BUICK GMC, INC.","http://www.alpenagmc.com","133 JOHNSON STREET","ALPENA","MI","49707-1429",45.07979,-83.4528,"(989) 356-9011","(989) 358-1411",
"5301","SALEM NISSAN","http://www.nissanofsalem.com","343 MAIN STREET","SALEM","NH","03079","42.792964","-71.195815","603-894-4300","603-894-4787",
"02132","Bruce Walters Ford Sales Inc","http://www.BruceWaltersSaleslincoln.com","302 South Mayo Trail","Pikeville","KY","41501","37.469521","-82.533794","(606) 437-9641","(606) 437-4277",
"245852","CHAPMAN CHEVROLET, LLC","http://www.chapmansellschevys.com","6925 ESSINGTON AVENUE","PHILADELPHIA","PA","19153-3410",39.90077,-75.22595,"(215) 365-0700","(267) 298-1892",
"165389","GRASS LAKE CHEVROLET, LLC","http://www.grasslakechevy.com","11851 E MICHIGAN","GRASS LAKE","MI","49240-9219",42.2539,-84.1917,"(517) 522-8437","(517) 522-5250",
"288728","FELIX SABATES CHEVROLET CADILLAC","http://www.felixsabateschevycadillac.com","30501 S. DIXIE HWY","HOMESTEAD","FL","33030-5012",25.484,-80.4607,"(305) 247-2121","(305) 248-9074",
"AZ040","Horne Kia","http://WWW.HORNEKIA.COM","1465 E. Motorplex Loop","Gilbert","AZ","85297","33.2876326","-111.7597961","480-813-3300",,
"04347","Frontier Scion","http://www.frontierscion.com","23621 Creekside Road","Valencia","CA","91355","34.41825000000000045474735088646411895751953125","-118.549678000000000110958353616297245025634765625","(888) 439-4329",,"ScionEcom04347@toyota.com"
"00290","Greene Ford","http://www.greenefordgainesville.com","2365 Browns Bridge Road","Gainesville","GA","30504","34.276000","-83.857860","(770) 532-5620","",
"45411","Ashland Chrysler","http://www.ashlandchrysler.net","28715 US Highway 2","Ashland","WI","54806-9337",46.5384,-90.6891,"7156828400",,
"186075","FRANKS CHEVROLET-BUICK-GMC","http://www.frankschevy.net","1001 HWY 35 N","KOSCIUSKO","MS","39090-4707",33.0784,-89.5935,"(662) 289-4611","(662) 289-9991",
"31069","Hoselton Toyota","http://www.hoseltontoyota.com","50 Marsh Road","East Rochester","NY","14445",43.1021,-77.48127,"5853818530","5853817025",
"09037","Dean Arbour Ford Lincoln","http://www.deanarbourlincoln.com","1001 U.S. 23 North","Alpena","MI","49707","45.039810","-83.462301","(989) 356-6366","(989) 354-3620",
"06658","Sanders Ford Inc","http://www.sandersfordsales.com","1135 Lejeune Blvd","Jacksonville","NC","28540","34.747619","-77.411281","(877) 715-8454","(910) 478-4277",
"07140","Pinicon Ford Lincoln, Inc.","http://www.piniconlincoln.com","1210 1st Street West","Independence","IA","50644","42.468525","-91.907845","(319) 334-6033","(319) 334-3682",
"45443","US 1 Chrysler Jeep Dodge","http://www.us1cdj.net","2624 Hawkins Ave","Sanford","NC","27330-9633",35.5219,-79.1828,"9197755588",,
"111974","REX CHEVROLET-GMC-TRUCK LTD","http://www.rexchevrolet.com","805 SOUTH DES MOINES STREET","ODEBOLT","IA","51458-1017",42.3119,-95.252,"(712) 668-2296","(712) 668-4844",
"13018","Woodhouse Mitsubishi-Sioux City","WWW.WOODHOUSEMITSUBISHI.COM/","2201 E. 6TH STREET","SIOUX CITY","IA","51101",42.4965,-96.38117,"(712)277-3221","(712)258-5466",
"45653","Chrysler Dodge Jeep Ram of Hoopeston","http://www.chryslerdodgejeepramofhoopeston.com","900 West Orange Street","Hoopeston","IL","60942-1940",40.4589,-87.6835,"2172835131",,
"400202","Hudiburg Subaru","http://www.hudiburg.subaru.com","200 E I-240","Oklahoma City","OK","73149","35.391197","-97.50797","4056443100",,
"45001","Marshall Chrysler Dodge Jeep Ram","http://www.marshallcdjr.com","140 Spears","Crittenden","KY","41030-7512",38.7885,-84.604,"8598243300",,
"31008","Lee's Scion","http://www.lees-scion.com","138-49 Hillside Avenue","Jamaica","NY","11435","40.70534500000000122099663713015615940093994140625","-73.8158800000000070440364652313292026519775390625","(888) 379-6899",,"ScionEcom31008@toyota.com"
"407212","Gerald Jones Volkswagen, Inc.","http://www.geraldjonesvw.com","4022 Washington Rd","Martinez","GA","30907","33.5110","-82.1049","7062286900",,
"01705","Rod Baker Ford Sales Inc.","http://www.rodbakerfordplainfield.com","16101 S. Lincoln Highway","Plainfield","IL","60586","41.591211","-88.184142","(815) 436-5681","(815) 436-9178",
"05537","Star Ford Lincoln","http://www.starlincolnofglendale.net","1101 S Brand Blvd","Glendale","CA","91204","34.124366","-118.254890","(818) 956-0977","(818) 507-9609",
"09707","Feyer Ford and Lincoln, Inc.","http://www.feyerford.net","1677 US Highway 17 South","Williamston","NC","27892","35.831777","-77.066748","(252) 792-4124","(252) 792-4557",
